Terms,Freq,Posting,Compress Posting,Gamma Code
técnica,52,"[0, 9, 10, 11, 12, 13, 14, 15, 16, 25, 34, 37, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 9, 1, 1, 1, 1, 1, 1, 1, 9, 9, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1110001, 0, 0, 0, 0, 0, 0, 0, 1110001, 1110001, 101, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
técnico,13,"[7, 8, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81]","[7, 1, 63, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11011, 0, 11111011111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
tênis,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
título,49,"[1, 8, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 101]","[1, 7, 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6]","[0, 11011, 11010, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 111100110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11010]"
túlio,9,"[59, 60, 61, 62, 63, 64, 67, 68, 70]","[59, 1, 1, 1, 1, 1, 3, 1, 2]","[11111011011, 0, 0, 0, 0, 0, 101, 0, 100]"
uatt,7,"[64, 65, 66, 67, 68, 69, 70]","[64, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0]"
ubaldo,1,[27],[27],[111101011]
umidificador,18,"[49, 52, 53, 55, 56, 57, 58, 84, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 26, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101010, 1110000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
undefined,7,"[49, 52, 53, 55, 56, 57, 58]","[49, 3, 1, 2, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0]"
unha,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
unidade,12,"[9, 10, 11, 12, 13, 14, 15, 16, 83, 85, 88, 91]","[9, 1, 1, 1, 1, 1, 1, 1, 67, 2, 3, 3]","[1110001, 0, 0, 0, 0, 0, 0, 0, 1111110000011, 100, 101, 101]"
unidas,9,"[59, 60, 61, 62, 63, 64, 67, 68, 70]","[59, 1, 1, 1, 1, 1, 3, 1, 2]","[11111011011, 0, 0, 0, 0, 0, 101, 0, 100]"
unido,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 54, 55, 59, 62, 70, 83, 85, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 44, 1, 4, 3, 8, 13, 2, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 11111001100, 0, 11000, 101, 1110000, 1110101, 100, 11011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
unissex,17,"[64, 65, 66, 67, 68, 69, 70, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[64, 1, 1, 1, 1, 1, 1, 22, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0, 111100110, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
universidade,6,"[7, 8, 39, 46, 57, 83]","[7, 1, 31, 7, 11, 26]","[11011, 0, 111101111, 11011, 1110011, 111101010]"
university,4,"[78, 79, 80, 81]","[78, 1, 1, 1]","[1111110001110, 0, 0, 0]"
universitária,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
universo,20,"[3, 6, 10, 14, 16, 17, 34, 73, 78, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[3, 3, 4, 4, 2, 1, 17, 39, 5, 12, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 101, 11000, 11000, 100, 0, 111100001, 11111000111, 11001, 1110100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
unlimited,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
upon,2,"[50, 84]","[50, 34]","[11111010010, 11111000010]"
urbanismo,12,"[37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[37, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111000101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
usado,38,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 74, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 38, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111000110, 1110000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
usar,1,[49],[49],[11111010001]
utensílios,8,"[25, 64, 65, 66, 67, 68, 69, 70]","[25, 39, 1, 1, 1, 1, 1, 1]","[111101001, 11111000111, 0, 0, 0, 0, 0, 0]"
utilidade,31,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 76, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100010, 11010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
utilizado,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 65]","[8, 1, 1, 1, 1, 1, 1, 1, 1, 49]","[1110000, 0, 0, 0, 0, 0, 0, 0, 0, 11111010001]"
utilizar,11,"[7, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[7, 42, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11011, 11111001010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
utilize,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
vade,14,"[11, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 64]","[11, 26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 16]","[1110011, 111101010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100000]"
vaio,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vale,40,"[0, 1, 4, 5, 6, 8, 12, 24, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 3, 1, 1, 2, 4, 12, 35, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 101, 0, 0, 100, 11000, 1110100, 11111000011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
valendo,12,"[59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[59, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111011011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
valor,59,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 37, 38, 39, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 74, 83, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 21, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 9, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100101, 0, 0, 101, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11000, 1110001, 1110001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vamos,7,"[1, 14, 17, 53, 95, 98, 101]","[1, 13, 3, 36, 42, 3, 3]","[0, 1110101, 101, 11111000100, 11111001010, 101, 101]"
vantagens,20,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vapor,6,"[82, 84, 85, 87, 91, 100]","[82, 2, 1, 2, 4, 9]","[1111110010010, 100, 0, 100, 11000, 1110001]"
vaporizador,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
varanda,12,"[59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70]","[59, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111011011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
varejo,19,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 41, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11111001001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vazia,10,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36]","[27, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111101011, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vazio,17,"[3, 6, 22, 49, 52, 53, 55, 56, 57, 58, 64, 65, 66, 67, 68, 69, 70]","[3, 3, 16, 27, 3, 1, 2, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1]","[101, 101, 111100000, 111101011, 101, 0, 100, 0, 0, 0, 11010, 0, 0, 0, 0, 0, 0]"
veio,5,"[0, 5, 8, 10, 50]","[0, 5, 3, 2, 40]","[0, 11001, 101, 100, 11111001000]"
veja,49,"[0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 58, 59, 62, 66, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[0, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 4, 4, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 101, 11000, 11000, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
venda,81,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vendedores,8,"[0, 1, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0]"
vendemos,6,"[85, 92, 93, 94, 98, 99]","[85, 7, 1, 1, 4, 1]","[1111110010101, 11011, 0, 0, 11000, 0]"
vender,8,"[0, 2, 3, 4, 5, 7, 8, 61]","[0, 2, 1, 1, 1, 2, 1, 53]","[0, 100, 0, 0, 0, 100, 0, 11111010101]"
vendido,92,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1110011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
venha,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
ventilador,27,"[49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ventilação,30,"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 1, 1, 1, 1, 1, 1, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ventura,1,[58],[58],[11111011010]
verbal,3,"[41, 53, 56]","[41, 12, 3]","[11111001001, 1110100, 101]"
verbetes,3,"[79, 80, 81]","[79, 1, 1]","[1111110001111, 0, 0]"
verbo,5,"[20, 79, 80, 81, 82]","[20, 59, 1, 1, 1]","[111100100, 11111011011, 0, 0, 0]"
verdade,7,"[5, 12, 37, 38, 52, 67, 91]","[5, 7, 25, 1, 14, 15, 24]","[11001, 11011, 111101001, 0, 1110110, 1110111, 111101000]"
verdadeira,4,"[3, 10, 14, 88]","[3, 7, 4, 74]","[101, 11011, 11000, 1111110001010]"
verde,19,"[49, 52, 53, 55, 56, 57, 58, 72, 87, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[49, 3, 1, 2, 1, 1, 1, 14, 15, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[11111010001, 101, 0, 100, 0, 0, 0, 1110110, 1110111, 11001, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
verificada,8,"[0, 1, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 1, 1, 1, 1, 1]","[0, 0, 100, 0, 0, 0, 0, 0]"
verificado,4,"[50, 52, 54, 55]","[50, 2, 2, 1]","[11111010010, 100, 100, 0]"
verifique,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
vermelho,5,"[50, 52, 85, 88, 99]","[50, 2, 33, 3, 11]","[11111010010, 100, 11111000001, 101, 1110011]"
versátil,7,"[64, 65, 66, 67, 68, 69, 70]","[64, 1, 1, 1, 1, 1, 1]","[1111110000000, 0, 0, 0, 0, 0, 0]"
versão,18,"[0, 1, 4, 7, 9, 11, 12, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[0, 1, 3, 3, 2, 2, 1, 35, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 101, 101, 100, 100, 0, 11111000011, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
verus,1,[72],[72],[1111110001000]
vestuário,20,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vezes,6,"[4, 7, 9, 10, 24, 42]","[4, 3, 2, 1, 14, 18]","[11000, 101, 100, 0, 1110110, 111100010]"
veículos,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
viagem,15,"[0, 1, 14, 16, 20, 21, 64, 65, 66, 67, 68, 69, 70, 73, 94]","[0, 1, 13, 2, 4, 1, 43, 1, 1, 1, 1, 1, 1, 3, 21]","[0, 0, 1110101, 100, 11000, 0, 11111001011, 0, 0, 0, 0, 0, 0, 101, 111100101]"
viagens,36,"[14, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 54, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[14, 23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 28, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1110110, 111100111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 101, 111101100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vida,53,"[1, 2, 4, 9, 10, 12, 13, 14, 19, 21, 22, 23, 24, 26, 33, 35, 36, 37, 46, 48, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 65, 66, 67, 69, 70, 72, 73, 78, 82, 83, 85, 86, 88, 89, 90, 91, 92, 94, 96, 98, 99, 100, 101]","[1, 1, 2, 5, 1, 2, 1, 1, 5, 2, 1, 1, 1, 2, 7, 2, 1, 1, 9, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 2, 1, 5, 4, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1]","[0, 0, 100, 11001, 0, 100, 0, 0, 11001, 100, 0, 0, 0, 100, 11011, 100, 0, 0, 1110001, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 11000, 0, 0, 100, 0, 100, 0, 11001, 11000, 0, 100, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0, 0, 0]"
video,9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
videogame,9,"[14, 16, 64, 65, 66, 67, 68, 69, 70]","[14, 2, 48, 1, 1, 1, 1, 1, 1]","[1110110, 100, 11111010000, 0, 0, 0, 0, 0, 0]"
vieira,3,"[11, 13, 23]","[11, 2, 10]","[1110011, 100, 1110010]"
villa,15,"[30, 31, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 87]","[30, 1, 28, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17]","[111101110, 0, 111101100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111100001]"
vinho,18,"[21, 49, 52, 53, 55, 56, 57, 58, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[21, 28, 3, 1, 2, 1, 1, 1, 24, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[111100101, 111101100, 101, 0, 100, 0, 0, 0, 111101000, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vinil,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 64, 65, 66, 67, 68, 69, 70]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 48, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11111010000, 0, 0, 0, 0, 0, 0]"
vinte,4,"[51, 54, 58, 83]","[51, 3, 4, 25]","[11111010011, 101, 11000, 111101001]"
violação,8,"[9, 10, 11, 12, 13, 14, 15, 16]","[9, 1, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0]"
virar,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 91]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 83]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1111110010011]"
virtual,21,"[14, 16, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 52, 53, 55, 56, 57, 58]","[14, 2, 21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1]","[1110110, 100, 111100101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 100, 0, 0, 0]"
visa,29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 74, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1111110001010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vision,10,"[82, 83, 84, 85, 86, 87, 88, 89, 90, 91]","[82, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110010010, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
visionário,2,"[10, 89]","[10, 79]","[1110010, 1111110001111]"
visita,15,"[9, 10, 11, 12, 13, 14, 15, 16, 64, 65, 66, 67, 68, 69, 70]","[9, 1, 1, 1, 1, 1, 1, 1, 48, 1, 1, 1, 1, 1, 1]","[1110001, 0, 0, 0, 0, 0, 0, 0, 11111010000, 0, 0, 0, 0, 0, 0]"
visitante,8,"[3, 64, 65, 66, 67, 68, 69, 70]","[3, 61, 1, 1, 1, 1, 1, 1]","[101, 11111011101, 0, 0, 0, 0, 0, 0]"
visitar,6,"[49, 52, 55, 56, 57, 73]","[49, 3, 3, 1, 1, 16]","[11111010001, 101, 101, 0, 0, 111100000]"
vison,10,"[92, 93, 94, 95, 96, 97, 98, 99, 100, 101]","[92, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1111110011100, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
